COND1,MONTH,STATE,SEX,AGEGRP,NVISITS
Acute sinusitis,1,Alabama,1,00_04,113
Bacterial pneumonia,1,Alabama,1,00_04,27
Influenza,1,Alabama,1,00_04,73
Other pharyngitis,1,Alabama,1,00_04,132
Other/None,1,Alabama,1,00_04,4143
Otitis media,1,Alabama,1,00_04,423
SSTIs,1,Alabama,1,00_04,33
UTIs,1,Alabama,1,00_04,5
Viral pneumonia,1,Alabama,1,00_04,1
Acute sinusitis,2,Alabama,1,00_04,86
Bacterial pneumonia,2,Alabama,1,00_04,20
Influenza,2,Alabama,1,00_04,22
Other pharyngitis,2,Alabama,1,00_04,142
Other/None,2,Alabama,1,00_04,3634
Otitis media,2,Alabama,1,00_04,409
SSTIs,2,Alabama,1,00_04,21
UTIs,2,Alabama,1,00_04,4
Acute sinusitis,3,Alabama,1,00_04,92
Bacterial pneumonia,3,Alabama,1,00_04,16
Influenza,3,Alabama,1,00_04,9
Other pharyngitis,3,Alabama,1,00_04,167
Other/None,3,Alabama,1,00_04,3922
Otitis media,3,Alabama,1,00_04,484
SSTIs,3,Alabama,1,00_04,31
UTIs,3,Alabama,1,00_04,3
Viral pneumonia,3,Alabama,1,00_04,1
Acute sinusitis,4,Alabama,1,00_04,90
Bacterial pneumonia,4,Alabama,1,00_04,19
Influenza,4,Alabama,1,00_04,10
Other pharyngitis,4,Alabama,1,00_04,187
Other/None,4,Alabama,1,00_04,3833
Otitis media,4,Alabama,1,00_04,385
SSTIs,4,Alabama,1,00_04,33
UTIs,4,Alabama,1,00_04,1
Acute sinusitis,5,Alabama,1,00_04,94
Bacterial pneumonia,5,Alabama,1,00_04,30
Influenza,5,Alabama,1,00_04,3
Other pharyngitis,5,Alabama,1,00_04,163
Other/None,5,Alabama,1,00_04,3596
Otitis media,5,Alabama,1,00_04,440
SSTIs,5,Alabama,1,00_04,55
UTIs,5,Alabama,1,00_04,3
Acute sinusitis,6,Alabama,1,00_04,53
Bacterial pneumonia,6,Alabama,1,00_04,12
Influenza,6,Alabama,1,00_04,2
Other pharyngitis,6,Alabama,1,00_04,149
Other/None,6,Alabama,1,00_04,3415
Otitis media,6,Alabama,1,00_04,292
SSTIs,6,Alabama,1,00_04,69
UTIs,6,Alabama,1,00_04,3
Viral pneumonia,6,Alabama,1,00_04,1
Acute sinusitis,7,Alabama,1,00_04,46
Bacterial pneumonia,7,Alabama,1,00_04,10
Influenza,7,Alabama,1,00_04,1
Other pharyngitis,7,Alabama,1,00_04,141
Other/None,7,Alabama,1,00_04,3437
Otitis media,7,Alabama,1,00_04,260
SSTIs,7,Alabama,1,00_04,55
UTIs,7,Alabama,1,00_04,4
Acute sinusitis,8,Alabama,1,00_04,78
Bacterial pneumonia,8,Alabama,1,00_04,21
Other pharyngitis,8,Alabama,1,00_04,168
Other/None,8,Alabama,1,00_04,3371
Otitis media,8,Alabama,1,00_04,255
SSTIs,8,Alabama,1,00_04,47
UTIs,8,Alabama,1,00_04,7
Viral pneumonia,8,Alabama,1,00_04,1
Acute sinusitis,9,Alabama,1,00_04,111
Bacterial pneumonia,9,Alabama,1,00_04,17
Influenza,9,Alabama,1,00_04,4
Other pharyngitis,9,Alabama,1,00_04,203
Other/None,9,Alabama,1,00_04,3844
Otitis media,9,Alabama,1,00_04,299
SSTIs,9,Alabama,1,00_04,36
UTIs,9,Alabama,1,00_04,4
Acute sinusitis,10,Alabama,1,00_04,99
Bacterial pneumonia,10,Alabama,1,00_04,17
Influenza,10,Alabama,1,00_04,4
Other pharyngitis,10,Alabama,1,00_04,181
Other/None,10,Alabama,1,00_04,4630
Otitis media,10,Alabama,1,00_04,297
SSTIs,10,Alabama,1,00_04,45
UTIs,10,Alabama,1,00_04,3
Acute sinusitis,11,Alabama,1,00_04,136
Bacterial pneumonia,11,Alabama,1,00_04,20
Influenza,11,Alabama,1,00_04,40
Other pharyngitis,11,Alabama,1,00_04,208
Other/None,11,Alabama,1,00_04,3615
Otitis media,11,Alabama,1,00_04,293
SSTIs,11,Alabama,1,00_04,21
UTIs,11,Alabama,1,00_04,6
Acute sinusitis,12,Alabama,1,00_04,146
Bacterial pneumonia,12,Alabama,1,00_04,41
Influenza,12,Alabama,1,00_04,257
Other pharyngitis,12,Alabama,1,00_04,218
Other/None,12,Alabama,1,00_04,3593
Otitis media,12,Alabama,1,00_04,434
SSTIs,12,Alabama,1,00_04,23
UTIs,12,Alabama,1,00_04,4
Viral pneumonia,12,Alabama,1,00_04,1
Acute sinusitis,1,Alabama,2,00_04,66
Bacterial pneumonia,1,Alabama,2,00_04,29
Influenza,1,Alabama,2,00_04,81
Other pharyngitis,1,Alabama,2,00_04,147
Other/None,1,Alabama,2,00_04,3660
Otitis media,1,Alabama,2,00_04,423
SSTIs,1,Alabama,2,00_04,24
UTIs,1,Alabama,2,00_04,33
Viral pneumonia,1,Alabama,2,00_04,4
Acute sinusitis,2,Alabama,2,00_04,92
Bacterial pneumonia,2,Alabama,2,00_04,18
Influenza,2,Alabama,2,00_04,10
Other pharyngitis,2,Alabama,2,00_04,140
Other/None,2,Alabama,2,00_04,3276
Otitis media,2,Alabama,2,00_04,339
SSTIs,2,Alabama,2,00_04,25
UTIs,2,Alabama,2,00_04,52
Acute sinusitis,3,Alabama,2,00_04,90
