COND1,MONTH,STATE,SEX,AGEGRP,NVISITS
Acute sinusitis,1,Alabama,1,00_04,137
Bacterial pneumonia,1,Alabama,1,00_04,72
Influenza,1,Alabama,1,00_04,38
Other pharyngitis,1,Alabama,1,00_04,190
Other/None,1,Alabama,1,00_04,4946
Otitis media,1,Alabama,1,00_04,750
SSTIs,1,Alabama,1,00_04,46
UTIs,1,Alabama,1,00_04,9
Viral pneumonia,1,Alabama,1,00_04,6
Acute sinusitis,2,Alabama,1,00_04,149
Bacterial pneumonia,2,Alabama,1,00_04,78
Influenza,2,Alabama,1,00_04,43
Other pharyngitis,2,Alabama,1,00_04,264
Other/None,2,Alabama,1,00_04,5042
Otitis media,2,Alabama,1,00_04,821
SSTIs,2,Alabama,1,00_04,41
UTIs,2,Alabama,1,00_04,2
Viral pneumonia,2,Alabama,1,00_04,8
Acute sinusitis,3,Alabama,1,00_04,184
Bacterial pneumonia,3,Alabama,1,00_04,80
Influenza,3,Alabama,1,00_04,46
Other pharyngitis,3,Alabama,1,00_04,264
Other/None,3,Alabama,1,00_04,5257
Otitis media,3,Alabama,1,00_04,836
SSTIs,3,Alabama,1,00_04,42
UTIs,3,Alabama,1,00_04,4
Acute sinusitis,4,Alabama,1,00_04,145
Bacterial pneumonia,4,Alabama,1,00_04,34
Influenza,4,Alabama,1,00_04,15
Other pharyngitis,4,Alabama,1,00_04,232
Other/None,4,Alabama,1,00_04,4851
Otitis media,4,Alabama,1,00_04,722
SSTIs,4,Alabama,1,00_04,43
UTIs,4,Alabama,1,00_04,4
Viral pneumonia,4,Alabama,1,00_04,1
Acute sinusitis,5,Alabama,1,00_04,98
Bacterial pneumonia,5,Alabama,1,00_04,44
Influenza,5,Alabama,1,00_04,5
Other pharyngitis,5,Alabama,1,00_04,299
Other/None,5,Alabama,1,00_04,4383
Otitis media,5,Alabama,1,00_04,636
SSTIs,5,Alabama,1,00_04,53
Strep pharyngitis,5,Alabama,1,00_04,1
UTIs,5,Alabama,1,00_04,8
Viral pneumonia,5,Alabama,1,00_04,1
Acute sinusitis,6,Alabama,1,00_04,69
Bacterial pneumonia,6,Alabama,1,00_04,24
Influenza,6,Alabama,1,00_04,1
Other pharyngitis,6,Alabama,1,00_04,261
Other/None,6,Alabama,1,00_04,4293
Otitis media,6,Alabama,1,00_04,438
SSTIs,6,Alabama,1,00_04,61
UTIs,6,Alabama,1,00_04,6
Acute sinusitis,7,Alabama,1,00_04,70
Bacterial pneumonia,7,Alabama,1,00_04,20
Influenza,7,Alabama,1,00_04,3
Other pharyngitis,7,Alabama,1,00_04,236
Other/None,7,Alabama,1,00_04,3928
Otitis media,7,Alabama,1,00_04,335
SSTIs,7,Alabama,1,00_04,72
UTIs,7,Alabama,1,00_04,7
Acute sinusitis,8,Alabama,1,00_04,86
Bacterial pneumonia,8,Alabama,1,00_04,15
Influenza,8,Alabama,1,00_04,4
Other pharyngitis,8,Alabama,1,00_04,256
Other/None,8,Alabama,1,00_04,4404
Otitis media,8,Alabama,1,00_04,359
SSTIs,8,Alabama,1,00_04,66
UTIs,8,Alabama,1,00_04,2
Viral pneumonia,8,Alabama,1,00_04,2
Acute sinusitis,9,Alabama,1,00_04,156
Bacterial pneumonia,9,Alabama,1,00_04,25
Influenza,9,Alabama,1,00_04,3
Other pharyngitis,9,Alabama,1,00_04,258
Other/None,9,Alabama,1,00_04,4466
Otitis media,9,Alabama,1,00_04,357
SSTIs,9,Alabama,1,00_04,56
UTIs,9,Alabama,1,00_04,8
Acute sinusitis,10,Alabama,1,00_04,179
Bacterial pneumonia,10,Alabama,1,00_04,29
Influenza,10,Alabama,1,00_04,8
Other pharyngitis,10,Alabama,1,00_04,279
Other/None,10,Alabama,1,00_04,4823
Otitis media,10,Alabama,1,00_04,370
SSTIs,10,Alabama,1,00_04,53
UTIs,10,Alabama,1,00_04,8
Viral pneumonia,10,Alabama,1,00_04,2
Acute sinusitis,11,Alabama,1,00_04,227
Bacterial pneumonia,11,Alabama,1,00_04,48
Influenza,11,Alabama,1,00_04,34
Other pharyngitis,11,Alabama,1,00_04,267
Other/None,11,Alabama,1,00_04,4736
Otitis media,11,Alabama,1,00_04,465
SSTIs,11,Alabama,1,00_04,50
UTIs,11,Alabama,1,00_04,3
Viral pneumonia,11,Alabama,1,00_04,1
Acute sinusitis,12,Alabama,1,00_04,248
Bacterial pneumonia,12,Alabama,1,00_04,53
Influenza,12,Alabama,1,00_04,239
Other pharyngitis,12,Alabama,1,00_04,356
Other/None,12,Alabama,1,00_04,4501
Otitis media,12,Alabama,1,00_04,571
SSTIs,12,Alabama,1,00_04,45
UTIs,12,Alabama,1,00_04,6
Viral pneumonia,12,Alabama,1,00_04,2
Acute sinusitis,1,Alabama,2,00_04,113
Bacterial pneumonia,1,Alabama,2,00_04,56
Influenza,1,Alabama,2,00_04,36
Other pharyngitis,1,Alabama,2,00_04,189
Other/None,1,Alabama,2,00_04,4511
Otitis media,1,Alabama,2,00_04,625
SSTIs,1,Alabama,2,00_04,51
UTIs,1,Alabama,2,00_04,58
Acute sinusitis,2,Alabama,2,00_04,133
Bacterial pneumonia,2,Alabama,2,00_04,56
Influenza,2,Alabama,2,00_04,32
Other pharyngitis,2,Alabama,2,00_04,221
Other/None,2,Alabama,2,00_04,4270
Otitis media,2,Alabama,2,00_04,707
SSTIs,2,Alabama,2,00_04,37
UTIs,2,Alabama,2,00_04,41
Viral pneumonia,2,Alabama,2,00_04,3
Acute sinusitis,3,Alabama,2,00_04,177
Bacterial pneumonia,3,Alabama,2,00_04,51
Influenza,3,Alabama,2,00_04,42
Other pharyngitis,3,Alabama,2,00_04,243
Other/None,3,Alabama,2,00_04,4527
Otitis media,3,Alabama,2,00_04,711
SSTIs,3,Alabama,2,00_04,46
UTIs,3,Alabama,2,00_04,62
Viral pneumonia,3,Alabama,2,00_04,1
Acute sinusitis,4,Alabama,2,00_04,100
Bacterial pneumonia,4,Alabama,2,00_04,26
Influenza,4,Alabama,2,00_04,17
Other pharyngitis,4,Alabama,2,00_04,196
Other/None,4,Alabama,2,00_04,4074
Otitis media,4,Alabama,2,00_04,562
SSTIs,4,Alabama,2,00_04,41
UTIs,4,Alabama,2,00_04,76
Viral pneumonia,4,Alabama,2,00_04,3
Acute sinusitis,5,Alabama,2,00_04,103
Bacterial pneumonia,5,Alabama,2,00_04,26
Influenza,5,Alabama,2,00_04,6
Other pharyngitis,5,Alabama,2,00_04,241
Other/None,5,Alabama,2,00_04,3706
Otitis media,5,Alabama,2,00_04,525
SSTIs,5,Alabama,2,00_04,48
UTIs,5,Alabama,2,00_04,64
Acute sinusitis,6,Alabama,2,00_04,56
Bacterial pneumonia,6,Alabama,2,00_04,23
Influenza,6,Alabama,2,00_04,4
Other pharyngitis,6,Alabama,2,00_04,230
Other/None,6,Alabama,2,00_04,3570
Otitis media,6,Alabama,2,00_04,375
SSTIs,6,Alabama,2,00_04,71
UTIs,6,Alabama,2,00_04,49
Acute sinusitis,7,Alabama,2,00_04,63
Bacterial pneumonia,7,Alabama,2,00_04,11
Other pharyngitis,7,Alabama,2,00_04,162
Other/None,7,Alabama,2,00_04,3369
Otitis media,7,Alabama,2,00_04,301
SSTIs,7,Alabama,2,00_04,67
UTIs,7,Alabama,2,00_04,57
Acute sinusitis,8,Alabama,2,00_04,104
